stack,trend_lift,weighted_score,epoch2_count,baseline_count,epoch2_share,baseline_share
REP_FF + REP_MM,1.8,3.22,5,205,0.2027,0.1127
CONTEMPORARY_ROMANCE + FIREFIGHTER_FIRST_RESPONDER,1.25,3.2,12,710,0.4864,0.3905
FRIENDS_TO_LOVERS + NEW_ADULT,0.73,3.2,81,8217,3.2833,4.5188
GHOSTS + MYSTERY_THRILLER_SUSPENSE,0.99,3.13,23,1719,0.9323,0.9453
MYSTERY_THRILLER_SUSPENSE + SECOND_CHANCE,0.89,3.11,32,2656,1.2971,1.4606
REP_CULTURAL_IDENTITY + ROM_COM,2.23,3.1,3,99,0.1216,0.0544
MONSTER_ALIEN + REP_MM,1.59,3.08,6,279,0.2432,0.1534
ROYALTY + WITCHES_MAGIC,1.16,3.07,13,823,0.527,0.4526
FAIRY_TALE_RETELLING + HIGH_STEAM,1.47,3.07,7,350,0.2837,0.1925
ROAD_TRIP + ROM_COM,1.47,3.06,7,351,0.2837,0.193
ACADEMIA_SCHOOL + MYSTERY_THRILLER_SUSPENSE,1.01,3.04,19,1380,0.7702,0.7589
CONTEMPORARY_ROMANCE + GAY_FOR_YOU,1.03,3.04,18,1284,0.7296,0.7061
ACADEMIA_SCHOOL + CONTEMPORARY_ROMANCE,0.7,3.03,73,7647,2.9591,4.2054
GAY_FOR_YOU + MUSICIANS,2.17,3.01,3,102,0.1216,0.0561
DEMONS_ANGELS + ENEMIES_TO_LOVERS,1.37,3.01,8,431,0.3243,0.237
MEDICAL + ROM_COM,1.87,3.0,4,158,0.1621,0.0869
GHOSTS + PARANORMAL_ROMANCE,0.86,2.91,29,2496,1.1755,1.3726
HISTORICAL_ROMANCE + SLOW_BURN,1.62,2.91,5,227,0.2027,0.1248
FANTASY_ROMANCE + GHOSTS,0.89,2.9,25,2068,1.0134,1.1373
SMALL_TOWN + SPORTS_FOOTBALL,2.09,2.89,3,106,0.1216,0.0583
DARK_TRAUMA + ENEMIES_TO_LOVERS,0.95,2.88,20,1557,0.8107,0.8563
DARK_ROMANCE + NEW_ADULT,0.7,2.88,61,6454,2.4726,3.5493
NEW_ADULT + SPORTS_HOCKEY,1.25,2.88,9,531,0.3648,0.292
HIGH_STEAM + SMALL_TOWN,0.9,2.87,23,1879,0.9323,1.0333
MYSTERY_THRILLER_SUSPENSE + SLOW_BURN,1.31,2.87,8,451,0.3243,0.248
FANTASY_ROMANCE + HISTORICAL_ROMANCE,0.74,2.86,48,4811,1.9457,2.6457
MAFIA_CARTEL_CRIME + MYSTERY_THRILLER_SUSPENSE,0.85,2.84,27,2333,1.0944,1.283
FRIENDS_TO_LOVERS + WITCHES_MAGIC,1.29,2.84,8,456,0.3243,0.2508
FORBIDDEN_TABOO + REP_MM,1.36,2.83,7,379,0.2837,0.2084
HOLIDAY + SPORTS_GENERAL,1.75,2.82,4,168,0.1621,0.0924
MYSTERY_THRILLER_SUSPENSE + REVERSE_HAREM_POLY,0.92,2.76,19,1522,0.7702,0.837
CONTEMPORARY_ROMANCE + FOODIE_ROMANCE,1.04,2.75,13,919,0.527,0.5054
FAE_ELVES + FANTASY_ROMANCE,0.8,2.74,29,2656,1.1755,1.4606
DARK_ROMANCE + SMALL_TOWN,1.97,2.74,3,112,0.1216,0.0616
FAE_ELVES + WITCHES_MAGIC,0.83,2.74,26,2301,1.0539,1.2654
REVERSE_HAREM_POLY + WITCHES_MAGIC,1.13,2.7,10,655,0.4054,0.3602
ROM_COM + TEACHER_ROMANCE,1.94,2.69,3,114,0.1216,0.0627
FRIENDS_TO_LOVERS + MUSICIANS,0.95,2.69,16,1240,0.6486,0.6819
FAE_ELVES + PARANORMAL_ROMANCE,0.79,2.68,29,2715,1.1755,1.4931
ENEMIES_TO_LOVERS + VAMPIRES,1.22,2.68,8,483,0.3243,0.2656
CONTEMPORARY_ROMANCE + REVERSE_HAREM_POLY,0.74,2.64,35,3497,1.4187,1.9231
